uid,cat
15865178,0.616346455508
15691217,0.684403193451
313008342,0.249185252098
169018290,0.352398907752
21692297,0.0558841751626
142075152,0.161700833075
3786822133,0.854321662985
2402059454,0.475687055911
2460450793,0.179542825485
838557542,0.973705224183
601979135,0.283343693228
1571714280,0.475297519634
42084426,0.35877957371
179948811,0.676303648996
2736300903,0.946142647566
26838084,0.458115060109
3249374986,0.583694001345
36532324,0.433356996517
1024827330,0.0308888630887
1421998471,0.29915897774
33598182,0.170542963129
218526734,0.0300326692066
23139642,0.253718283768
387862476,0.0742770464363
2311099634,0.502827630378
2522001204,0.493626599561
2377691090,0.737698091645
225970038,0.368570129284
4063127891,0.892746472562
265678117,0.564919442371
7871622,0.431738727812
236906055,0.550757602653
534638680,0.235379117323
21111098,0.512443506376
51537566,0.248349684745
2298671550,0.727279084056
14179097,0.355708020871
359652362,0.723651090933
565042773,0.179632103425
19550464,0.484465529191
23724083,0.979627322695
17147415,0.987435404422
347971482,0.349495377548
1334852306,0.547883313524
310271883,0.879228560224
221179155,0.195429242105
322868425,0.552093645084
820068792,0.638851155381
77050817,0.0293698694379
14246765,0.284480810924
118245138,0.00905035906522
14652207,0.954992282406
67181051,0.051808279165
2438762940,0.286643371666
1450526228,0.548830839605
472145673,0.0602259610281
2993222656,0.66616807261
24048309,0.0828370312101
23839068,0.917612673122
4204474265,0.912531420555
2369153479,0.393886580044
48789206,0.74253482773
310199546,0.481862757463
698663,0.446121686126
19797212,0.222450544446
300538516,0.751606641405
1370926345,0.230273079375
472515859,0.665654206697
24173766,0.737945614956
240984102,0.867218179546
273177474,0.722517251172
247905865,0.162130998696
292699555,0.24864601
333615931,0.961824999271
370216378,0.310210706123
237820048,0.156733905447
96043691,0.36279322506
129679132,0.239271986294
563387452,0.337436865148
342460950,0.641878323733
15824288,0.341539719591
109307442,0.798619397238
1590693098,0.516286970469
111475826,0.325314205685
1242653575,0.573097887347
4634118211,0.774404995706
236511574,0.907439873746
14991129,0.527315613449
221637541,0.162986344414
293765638,0.421032893876
471617923,0.354797775926
238206354,0.159142806094
294452239,0.542529766598
10791692,0.790128937677
4490213472,0.739091756149
254640843,0.458826664377
3015956192,0.704660407594
3410807495,0.105971181633
464790606,0.0773340239535
2667881743,0.401247751623
23442900,0.683523026692
19273332,0.135186894675
22005666,0.197231047767
260036406,0.453522344933
23680387,0.155857461249
20912252,0.507728884285
253081186,0.539579754282
76540301,0.456388919357
14869615,0.579637426602
15519984,0.961217795815
21907474,0.513388429287
14607035,0.699066312473
830829828,0.426532546973
1645759142,0.198773921928
187658030,0.015080324244
148828676,0.880854330826
199875709,0.306663537178
154139987,0.910990300566
277719684,0.432180351788
50574380,0.377123618201
768415572,0.979962738467
444361536,0.5584599036
12374262,0.847076726704
2657622183,0.651101344405
3312973854,0.464542113214
139738464,0.330050926114
219867689,0.999520005004
133801267,0.573976613904
240303484,0.574045490891
696533957651763200,0.348784540553
20479813,0.495481581318
389236289,0.410778884304
271997092,0.40655473539
124763921,0.0898194211303
3539836095,0.317675349029
27109629,0.149409595908
100402803,0.689958316494
16384077,0.417966954667
257912039,0.727378413467
1024999375,0.0422800321282
254283743,0.938676879444
44433231,0.926489162322
105764853,0.845607370454
84126644,0.708952878031
524916657,0.0298093348399
24469207,0.643498584178
3259494140,0.123066746907
2317921,0.994728305689
592348961,0.950297652878
49349804,0.174120113566
948620310,0.265067666496
190328374,0.290717119769
22903890,0.947951462862
429543135,0.191452219106
549596819,0.89553478688
22568938,0.964420528344
20797433,0.550392819145
77544463,0.0642884095427
271208038,0.611781057287
340506013,0.340666003547
4433841208,0.295554651455
2607995856,0.62884705326
3300064481,0.168705533353
358305500,0.648611389237
338701477,0.190378975941
2685519077,0.644159547037
14466538,0.906666861343
518027987,0.717605611833
251986226,0.683575211667
102150935,0.151127188837
2869068720,0.446653702269
1681857542,0.612334964522
18525137,0.228337226473
111345339,0.722114504041
923985200,0.906219209513
4903974179,0.0614033917816
4176516076,0.906620008209
243639047,0.94688189451
42130355,0.274097130593
27254400,0.220847203078
3882727697,0.810602463512
58915476,0.45866874503
3310526178,0.411547690223
227595374,0.940872508907
23908154,0.485903778416
15939889,0.0549677869155
1417040330,0.31521394957
15027086,0.680929142441
262341541,0.212191271017
4650885269,0.889048809554
56452670,0.386730923333
112533514,0.474092789445
3515547857,0.087017624772
1700717659,0.268773585477
274704311,0.135115517648
413362813,0.840058626104
19616327,0.471100669139
363247022,0.585892384383
140564601,0.366747834807
329899747,0.519668654664
267021392,0.69459366221
24325228,0.261163854354
4606770373,0.21543945669
16829641,0.318613777603
39608768,0.247794418107
16340501,0.26636127273
354197301,0.819208537824
258203630,0.63654457056
170547167,0.906359213726
424446981,0.975581678452
2462808887,0.437397666782
17665196,0.821705147392
20733972,0.223123963606
139853489,0.595602755223
42229538,0.609078260117
19552358,0.509627464733
16430180,0.546150652844
218993683,0.464059951941
1072520654,0.5726106596
4847815478,0.0603638384715
779495720,0.326194983642
1510817994,0.571719418707
1216086978,0.992402913754
52237499,0.487588636166
12154642,0.78088909536
88551731,0.384524835954
357936154,0.904009913202
16984426,0.573435749293
16317406,0.672470784266
17905825,0.624538190794
24024964,0.0545285362372
918009306,0.659000356043
120835788,0.411913496883
22737278,0.682782708154
2730584163,0.031796466569
11866582,0.861484116945
49825358,0.0956194043758
47448886,0.00297839814352
15528275,0.539201848379
89781370,0.207703532986
1460760210,0.431252355983
925795734,0.342981687825
35779221,0.618166196347
378181419,0.747163937309
372892570,0.150136730543
407805674,0.326915379493
1469822852,0.838184342394
4049098757,0.585860101681
2248799216,0.584943299818
97223142,0.0674555954072
3329931629,0.145369092663
21982720,0.480967213092
889115678,0.23220341686
320027703,0.923849481298
2576136230,0.960864589887
564091125,0.591770617028
3310028162,0.666315120285
579491814,0.10117339789
250912539,0.661294967132
2951975306,0.804339037541
31237069,0.431795671373
2154273384,0.00956062040892
44638576,0.483092406135
93574095,0.860236840394
53848598,0.28534471835
2348922644,0.249632919943
180633258,0.948868007742
4855383726,0.118773468888
180653053,0.213588737493
11699992,0.843315640554
4353841283,0.932234620785
26447622,0.664017718597
1900539194,0.338305842951
119495864,0.946053039861
18061669,0.593431370098
83967276,0.351680041426
34377792,0.0336593721471
123327472,0.172804652176
185506471,0.401394390452
617318310,0.184319244791
942156122,0.19493511665
903105691,0.346244607537
61003613,0.786125275134
481430749,0.336822737541
304222354,0.810407969773
2333040390,0.220163913474
152818187,0.0454724194005
31218079,0.36215067699
161210880,0.291331958336
44495316,0.556280921044
113758100,0.481323651901
3917008632,0.0636744526428
49140008,0.13301528863
15355596,0.695643023888
869207839,0.90038428726
52897731,0.349401815108
3195330108,0.933111678757
2308265716,0.115635818588
18496709,0.352678965409
261350404,0.156883502956
4302290188,0.91523282266
224391627,0.373656085608
4834734315,0.324213424516
5357812,0.455215657664
16447203,0.371178386148
137525850,0.858148333521
138977055,0.962370544629
45382058,0.121529263817
483078503,0.0082847768543
3946365557,0.238024921225
19041801,0.661220555924
14154145,0.575988403369
930506466,0.00928539066647
24004161,0.458871617833
14193053,0.343897210733
3242279563,0.167242567191
915924998,0.749365324313
2651844968,0.252799319824
1340365914,0.679491583935
123879401,0.477649266332
805307714,0.419357188212
237131131,0.664478566234
376542499,0.630347953114
1319295614,0.992448737299
816614216,0.707970271045
156745023,0.623304053023
23721547,0.0872138524428
513778623,0.504299849376
1614251834,0.449104769555
16246524,0.401672483299
804734372,0.599904614758
1355828240,0.853051767896
3432209199,0.236493702835
178836499,0.484038242688
40271429,0.145059993342
3587553312,0.618825058895
730587960,0.472081359642
15097698,0.415118773151
270053769,0.33003195849
23566062,0.806203951806
2300073361,0.588940146734
1143368334,0.926745751441
1387885346,0.665829131886
942868836,0.39800952686
16673480,0.437697836343
601290874,0.818288404261
96426017,0.220316084877
22952100,0.747495321225
22728672,0.754602663542
1360631528,0.248580770878
113431424,0.0704229138399
575504644,0.323126325952
2579109732,0.756125241851
2292547999,0.637584249798
20631422,0.455588446782
557465085,0.219036868102
5815162,0.894075011874
23970102,0.265917766278
4597457008,0.548755436756
354771693,0.986960177073
46315702,0.238358137252
1017808566,0.661440788767
1966845822,0.117756195522
47208642,0.0588135522166
75893701,0.250005791197
22869375,0.506301280475
21786220,0.937889669983
289623381,0.820284101206
18978553,0.835063054802
24891056,0.0459116618591
73730139,0.69842870969
274813393,0.909556495906
749598222,0.911149046286
176850599,0.205313165221
7457112,0.984329029741
14815439,0.368490677671
3413738387,0.68160822291
55677432,0.637391940247
3424299539,0.749815484158
17914526,0.944324429573
72638139,0.0384151646513
306614871,0.297738930651
26073624,0.943438323351
1592078822,0.304109782121
161487326,0.581138256044
757345172,0.0216261481347
59917627,0.630421866738
418308596,0.622095979139
25376782,0.619507565588
3325576474,0.184936772374
22591029,0.482463168206
408220808,0.961880871088
3051944620,0.0634226257625
32698651,0.795581513266
579377606,0.952153345821
540815308,0.134288324496
256765371,0.21081282109
251831537,0.40776944845
152204625,0.765671945487
164584108,0.863804111792
24091175,0.36487097306
20961223,0.879565966974
476512333,0.667804919597
12199912,0.578940717529
15030319,0.502445370832
